first_name,last_name,firm_name,title,email,phone,website,domain,city,state,country,niche,source,profile_url,rating,attorneys
,,Engel & Lewandowski,Immigration Law Firm,,,,,Ottawa,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/ottawa/ontario/engel-and-lewandowski-5178195-f/,,
,,"Bell, Unger, Morris",Immigration Law Firm,,,,,Ottawa,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/ottawa/ontario/bell-unger-morris-4029978-f/,,
,,"Perley-Robertson, Hill & McDougall LLP/s.r.l.",Immigration Law Firm,,,http://www.perlaw.ca,perlaw.ca,Ottawa,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/ottawa/ontario/perley-robertson-hill-and-mcdougall-llp-s-r-l-1321380-f/,5.0,
,,"Fogler, Rubinoff LLP",Immigration Law Firm,,,,,Ottawa,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/ottawa/ontario/fogler-rubinoff-llp-39266708-f/,1.6,
,,Gerami Law PC,Immigration Law Firm,,,,,Ottawa,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/ottawa/ontario/gerami-law-pc-157563327-f/,,
,,"Lavery, de Billy, L.L.P.",Immigration Law Firm,,,,,Ottawa,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/ottawa/ontario/lavery-de-billy-l-l-p-1319524-f/,,
,,Beament Green,Immigration Law Firm,,,,,Ottawa,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/ottawa/ontario/beament-green-1320735-f/,,
,,"Wilson, Monaghan",Immigration Law Firm,,,,,Ottawa,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/ottawa/ontario/wilson-monaghan-1321890-f/,,
,,Borden Ladner Gervais LLP,Immigration Law Firm,,,http://www.blg.com,blg.com,Ottawa,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/ottawa/ontario/borden-ladner-gervais-llp-1321523-f/,4.3,
,,Paul-Emile Chiasson,Immigration Law Firm,,,,,Ottawa,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/ottawa/ontario/paul-emile-chiasson-3390669-f/,,
,,Achtari Law Professional Corporation,Immigration Law Firm,,,,,Ottawa,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/ottawa/ontario/achtari-law-professional-corporation-158775245-f/,,
,,Dentons Canada LLP,Immigration Law Firm,,,,,Ottawa,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/ottawa/ontario/dentons-canada-llp-1320421-f/,3.9,
,,Ronalee Carey LawInnovative Professional Offices,Immigration Law Firm,,,,,Ottawa,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/ottawa/ontario/ronalee-carey-law-innovative-professional-offices-158134847-f/,5.0,
,,George Brown,Immigration Law Firm,,,,,Ottawa,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/ottawa/ontario/george-brown-3945674-f/,,
,,Wood Gold LLP,Immigration Law Firm,,,,,Brampton,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/brampton/ontario/wood-gold-llp-25233853-f/,3.0,
,,"Richardson, Schnall & Sanderson",Immigration Law Firm,,,,,Brampton,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/brampton/ontario/richardson-schnall-and-sanderson-1313095-f/,,
,,Law Office of Manjit Virk,Immigration Law Firm,,,,,Brampton,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/brampton/ontario/law-office-of-manjit-virk-45558648-f/,,
,,Law Office of Harleen Grewal,Immigration Law Firm,,,,,Brampton,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/brampton/ontario/law-office-of-harleen-grewal-4004324-f/,,
,,"Lawrence, Lawrence, Stevenson",Immigration Law Firm,,,,,Brampton,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/brampton/ontario/lawrence-lawrence-stevenson-1313047-f/,,
,,NLC Lawyers,Immigration Law Firm,,,,,Brampton,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/brampton/ontario/nlc-lawyers-26567746-f/,,
,,Law Office of Robert E. Moores,Immigration Law Firm,,,,,Burlington,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/burlington/ontario/law-office-of-robert-e-moores-4055019-f/,,
,,Law Office of Mark Reynolds,Immigration Law Firm,,,,,Burlington,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/burlington/ontario/law-office-of-mark-reynolds-3598877-f/,,
,,"Gross Shuman Brizdle & Gilfillan, P.C.",Immigration Law Firm,,,,,Burlington,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/burlington/ontario/gross-shuman-brizdle-and-gilfillan-p-c-3569080-f/,4.2,
,,Hanley Law Office,Immigration Law Firm,,,https://www.siobhanlaw.com/,siobhanlaw.com,Guelph,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/guelph/ontario/hanley-law-office-14348746-f/,,
,,Miller Thomson LLP,Immigration Law Firm,,,,,Guelph,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/guelph/ontario/miller-thomson-llp-2830773-f/,4.7,
,,Andrea S. Clarke Law Office,Immigration Law Firm,,,,,Guelph,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/guelph/ontario/andrea-s-clarke-law-office-158011221-f/,1.3,
,,"Pelech, Otto & Powell",Immigration Law Firm,,,,,Hamilton,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/hamilton/ontario/pelech-otto-and-powell-1315009-f/,1.0,
,,"Waxman, Carpenter-Gunn",Immigration Law Firm,,,,,Hamilton,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/hamilton/ontario/waxman-carpenter-gunn-1314983-f/,,
,,Simpson Wigle LLP,Immigration Law Firm,,,,,Hamilton,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/hamilton/ontario/simpson-wigle-llp-1314687-f/,5.0,
,,Okpala Law Offices Professional Corporation,Immigration Law Firm,,,,,Hamilton,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/hamilton/ontario/okpala-law-offices-professional-corporation-16415746-f/,,
,,Sullivan Festeryga LLP,Immigration Law Firm,,,,,Hamilton,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/hamilton/ontario/sullivan-festeryga-llp-1315138-f/,,
,,Robert W. Young,Immigration Law Firm,,,,,Hamilton,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/hamilton/ontario/robert-w-young-7490803-f/,,
,,Howard P. Eisenberg Barrister & Solicitor,Immigration Law Firm,,,,,Hamilton,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/hamilton/ontario/howard-p-eisenberg-barrister-and-solicitor-3920048-f/,,
,,Morley Law Office,Immigration Law Firm,,,,,Kingston,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/kingston/ontario/morley-law-office-3967006-f/,,
,,Kennedy & Crowe,Immigration Law Firm,,,,,Kingston,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/kingston/ontario/kennedy-and-crowe-1315747-f/,3.5,
,,"Mollison, McCormick, McIntyre McGee",Immigration Law Firm,,,,,Kitchener,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/kitchener/ontario/mollison-mccormick-mcintyre-mcgee-1316070-f/,,
,,Phillips Lytle LLP,Immigration Law Firm,,,,,Kitchener,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/kitchener/ontario/phillips-lytle-llp-157965435-f/,4.5,
,,James Stuart Law Office,Immigration Law Firm,,,,,Kitchener,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/kitchener/ontario/james-stuart-law-office-1315872-f/,,
,,Judith E. Phipps,Immigration Law Firm,,,,,Kitchener,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/kitchener/ontario/judith-e-phipps-3992767-f/,,
,,"Brown, Beattie, O'Donovan LLP",Immigration Law Firm,,,,,London,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/london/ontario/brown-beattie-o-donovan-llp-1316492-f/,,
,,Miller Thomson LLP,Immigration Law Firm,,,,,London,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/london/ontario/miller-thomson-llp-4677177-f/,4.7,
,,Edward C. Corrigan,Immigration Law Firm,,,,,London,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/london/ontario/edward-c-corrigan-3565488-f/,1.0,
,,Matthews - Global Immigration Law,Immigration Law Firm,,,,,London,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/london/ontario/matthews-global-immigration-law-160244309-f/,3.7,
,,Terry S. Guerriero Law Office,Immigration Law Firm,,,,,London,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/london/ontario/terry-s-guerriero-law-office-158796643-f/,,
,,Bryan R. Dale,Immigration Law Firm,,,,,Markham,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/markham/ontario/bryan-r-dale-4093807-f/,,
,,Miller Thomson LLP,Immigration Law Firm,,,,,Markham,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/markham/ontario/miller-thomson-llp-1317298-f/,4.7,
,,Herman Legal Group,Immigration Law Firm,,,https://www.lawfirm4immigrants.com/locations/canada/toronto/,lawfirm4immigrants.com,Markham,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/markham/ontario/herman-legal-group-300025815-f/,5.0,
,,Anna Chung Barrister & Solicitor,Immigration Law Firm,,,,,Markham,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/markham/ontario/anna-chung-barrister-and-solicitor-3919976-f/,,
,,Alvaro J. Carol,Immigration Law Firm,,,,,Markham,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/markham/ontario/alvaro-j-carol-3593943-f/,,
,,Bayani F. Abesamis,Immigration Law Firm,,,,,Mississauga,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/mississauga/ontario/bayani-f-abesamis-1324591-f/,,
,,Ali Law Professional Corporation,Immigration Law Firm,,,,,Mississauga,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/mississauga/ontario/ali-law-professional-corporation-39766566-f/,,
,,Law Office of Esther Abraham,Immigration Law Firm,,,,,Mississauga,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/mississauga/ontario/law-office-of-esther-abraham-4002800-f/,,
,,Law Office of H. John Kalina,Immigration Law Firm,,,,,Mississauga,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/mississauga/ontario/law-office-of-h-john-kalina-3947824-f/,,
,,Kozlowski & Company,Immigration Law Firm,,,,,Mississauga,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/mississauga/ontario/kozlowski-and-company-2058912-f/,,
,,"Sweta Tejpal, Barrister & Solicitor",Immigration Law Firm,,,,,Mississauga,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/mississauga/ontario/sweta-tejpal-barrister-and-solicitor-159895009-f/,,
,,Keel Cottrelle LLP,Immigration Law Firm,,,,,Mississauga,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/mississauga/ontario/keel-cottrelle-llp-1317627-f/,,
,,Law Offices of Charles W. Pley,Immigration Law Firm,,,,,Mississauga,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/mississauga/ontario/law-offices-of-charles-w-pley-1317528-f/,,
,,"Korman, Turk & Co.",Immigration Law Firm,,,,,Mississauga,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/mississauga/ontario/korman-turk-and-co-1317757-f/,,
,,Nizam Hashmi,Immigration Law Firm,,,,,Mississauga,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/mississauga/ontario/nizam-hashmi-45702070-f/,5.0,
,,Eastman Immigration Law Office,Immigration Law Firm,,,,,Oakville,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/oakville/ontario/eastman-immigration-law-office-300052755-f/,,
,,Weirfoulds LLP,Immigration Law Firm,,,,,Oakville,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/oakville/ontario/weirfoulds-llp-159196115-f/,,
,,Stam Law Office,Immigration Law Firm,,,,,Thunder Bay,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/thunder-bay/ontario/stam-law-office-42058598-f/,1.0,
,,"Weiler, Maloney, Nelson",Immigration Law Firm,,,,,Thunder Bay,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/thunder-bay/ontario/weiler-maloney-nelson-1324250-f/,2.9,
,,Shibley Righton LLP,Immigration Law Firm,,,https://www.shibleyrighton.com,shibleyrighton.com,Windsor,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/windsor/ontario/shibley-righton-llp-2565830-f/,2.9,
,,Todd R. Branch Professional Corporation,Immigration Law Firm,,,,,Windsor,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/windsor/ontario/todd-r-branch-professional-corporation-24647799-f/,,
,,KPMG Law LLP,Immigration Law Firm,,,,,City of Toronto Co.,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/toronto/ontario/kpmg-law-llp-1336556-f/,1.0,
,,Kavinoky Cook LLP,Immigration Law Firm,,,,,City of Toronto Co.,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/toronto/ontario/kavinoky-cook-llp-1339009-f/,,
,,Suleman & Co.,Immigration Law Firm,,,,,City of Toronto Co.,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/toronto/ontario/suleman-and-co-4852775-f/,,
,,Gregory James,Immigration Law Firm,,,,,City of Toronto Co.,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/toronto/ontario/gregory-james-3547000-f/,,
,,Gardiner Roberts LLP,Immigration Law Firm,,,,,City of Toronto Co.,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/toronto/ontario/gardiner-roberts-llp-1330746-f/,1.0,
,,"Steven Tress, Criminal & Immigration Lawyer",Immigration Law Firm,,,,,City of Toronto Co.,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/toronto/ontario/steven-tress-criminal-and-immigration-lawyer-3707420-f/,,
,,"Blake, Cassels & Graydon LLP",Immigration Law Firm,,,,,City of Toronto Co.,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/toronto/ontario/blake-cassels-and-graydon-llp-1327791-f/,2.4,
,,Chaudhary Law Office,Immigration Law Firm,,,,,City of Toronto Co.,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/toronto/ontario/chaudhary-law-office-4049265-f/,,
,,J. Carol Alvaro,Immigration Law Firm,,,,,City of Toronto Co.,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/toronto/ontario/j-carol-alvaro-3971493-f/,,
,,McMillan LLP,Immigration Law Firm,,,,,City of Toronto Co.,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/toronto/ontario/mcmillan-llp-1333669-f/,5.0,
,,Fuerst Law Firm,Immigration Law Firm,,,,,City of Toronto Co.,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/toronto/ontario/fuerst-law-firm-3945835-f/,,
,,Max Berger Professional Law Corporation,Immigration Law Firm,,,,,City of Toronto Co.,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/toronto/ontario/max-berger-professional-law-corporation-159780903-f/,,
,,Dale & Lessmann LLP,Immigration Law Firm,,,,,City of Toronto Co.,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/toronto/ontario/dale-and-lessmann-llp-1337774-f/,,
,,Chooi Law,Immigration Law Firm,,,,,City of Toronto Co.,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/toronto/ontario/chooi-law-13233756-f/,,
,,NB Law Firm,Immigration Law Firm,,,,,City of Toronto Co.,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/toronto/ontario/nb-law-firm-300027543-f/,,
,,Wood Gold LLP,Immigration Law Firm,,,,,City of Toronto Co.,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/toronto/ontario/wood-gold-llp-160229501-f/,3.0,
,,Wasilewski Professional Corporation,Immigration Law Firm,,,,,City of Toronto Co.,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/toronto/ontario/wasilewski-professional-corporation-4482044-f/,,
,,"Canadian Citizenship & Immigration Resource Center (CCIRC) Inc., Law Offices of Colin R. Singer",Immigration Law Firm,,,,,City of Toronto Co.,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/toronto/ontario/canadian-citizenship-and-immigration-resource-center-ccirc-inc-law-offices-of-colin-r-singer-3253875-f/,2.5,
,,Rogerson Law Group,Immigration Law Firm,,,https://www.rogersonlaw.com,rogersonlaw.com,City of Toronto Co.,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/toronto/ontario/rogerson-law-group-13233766-f/,4.2,
,,Allan S. Blott Q.C. Professional Corporation of Lawyers,Immigration Law Firm,,,http://www.blottlaw.com,blottlaw.com,City of Toronto Co.,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/toronto/ontario/allan-s-blott-q-c-professional-corporation-of-lawyers-4030746-f/,,
,,Norton Rose Fulbright Canada LLP,Immigration Law Firm,,,,,City of Toronto Co.,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/toronto/ontario/norton-rose-fulbright-canada-llp-1324719-f/,4.3,
,,Marani Law,Immigration Law Firm,,,,,City of Toronto Co.,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/toronto/ontario/marani-law-158341649-f/,,
,,Pace Law Firm,Immigration Law Firm,,,,,City of Toronto Co.,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/toronto/ontario/pace-law-firm-4046548-f/,4.7,
,,Baker & McKenzie,Immigration Law Firm,,,,,City of Toronto Co.,CA-ON,CA,immigration,lawyers_com,https://www.lawyers.com/canada/toronto/ontario/baker-and-mckenzie-1336579-f/,4.3,
