first_name,last_name,firm_name,title,email,phone,website,domain,city,state,country,niche,source,profile_url,email_source
,,Belle Property,Real Estate Agency,info@belleproperty.com.au,,,belleproperty.com.au,Newcastle,NSW,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/belle-property-newcastle-ba093/sales/overview,pattern-guess
,,Moonee Valley Real Estate,Real Estate Agency,info@mooneevalleyrealestate.com.au,,,mooneevalleyrealestate.com.au,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/moonee-valley-real-estate-aj441/sales/overview,pattern-guess
,,Tom Offermann Real Estate,Real Estate Agency,,,,,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/tom-offermann-real-estate-av091/sales/overview,
,,Dotcom Property Sales,Real Estate Agency,info@dotcompropertysales.com,,,dotcompropertysales.com,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/dotcom-property-sales-ad621/sales/overview,pattern-guess
,,Mcgrath,Real Estate Agency,info@mcgrath.com.au,,,mcgrath.com.au,Palm Beach,NSW,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/mcgrath-palm-beach-aj049/sales/overview,pattern-guess
,,Ray White,Real Estate Agency,info@raywhite.com.au,,,raywhite.com.au,South Perth,WA,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/ray-white-south-perth-ar962/sales/overview,pattern-guess
,,First National Byron,Real Estate Agency,,,,,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/first-national-byron-ab850/sales/overview,
,,Happy Realty,Real Estate Agency,info@happyrealty.com.au,,,happyrealty.com.au,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/happy-realty-bi782/sales/overview,pattern-guess
,,Ray White Albury North,Real Estate Agency,info@raywhitealburynorth.com.au,,,raywhitealburynorth.com.au,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/ray-white-albury-north-am108/sales/overview,pattern-guess
,,Auta Real Estate Head Office,Real Estate Agency,,,,,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/auta-real-estate-head-office-aw389/sales/overview,
,,Harcourts Coast Lifestyle,Real Estate Agency,,,,,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/harcourts-coast-lifestyle-af739/sales/overview,
,,Platinum Realty Group,Real Estate Agency,info@platinumrealty.com.au,,,platinumrealty.com.au,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/platinum-realty-group-ak741/sales/overview,pattern-guess
,,Ray White,Real Estate Agency,info@raywhite.com.au,,,raywhite.com.au,Benalla,VIC,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/ray-white-benalla-ap160/sales/overview,pattern-guess
,,Wes Davidson Real Estate,Real Estate Agency,,,,,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/wes-davidson-real-estate-ak914/sales/overview,
,,Shiels Co Property,Real Estate Agency,info@shielsproperty.com.au,,,shielsproperty.com.au,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/shiels-co-property-ba445/sales/overview,pattern-guess
,,Obrien Real Estate Clark,Real Estate Agency,,,,,Warragul,VIC,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/obrien-real-estate-clark-warragul-ac812/sales/overview,
,,Innov8 Property Sales,Real Estate Agency,info@innov8propertysales.au,,,innov8propertysales.au,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/innov8-property-sales-as218/sales/overview,pattern-guess
,,Harcourts,Real Estate Agency,info@harcourts.com.au,,,harcourts.com.au,Hobart,TAS,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/harcourts-hobart-af746/sales/overview,pattern-guess
,,Bigginscott,Real Estate Agency,info@bigginscott.com.au,,,bigginscott.com.au,Manningham,SA,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/bigginscott-manningham-aa410/sales/overview,pattern-guess
,,Crafted Property Agents,Real Estate Agency,,,,,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/crafted-property-agents-ad679/sales/overview,
,,Ray White,Real Estate Agency,info@raywhite.com.au,,,raywhite.com.au,Mernda,VIC,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/ray-white-mernda-az966/sales/overview,pattern-guess
,,Ngu Real Estate,Real Estate Agency,info@ngurealestate.com.au,,,ngurealestate.com.au,Toowoomba,QLD,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/ngu-real-estate-toowoomba-av515/sales/overview,pattern-guess
,,Belle Property,Real Estate Agency,info@belleproperty.com.au,,,belleproperty.com.au,South Yarra,VIC,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/belle-property-south-yarra-ag160/sales/overview,pattern-guess
,,Arena Real Estate,Real Estate Agency,info@arenarealestate.com.au,,,arenarealestate.com.au,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/arena-real-estate-an083/sales/overview,pattern-guess
,,Richardson Wrench Elizabeth Bay,Real Estate Agency,,,,,Potts Point,NSW,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/richardson-wrench-elizabeth-bay-potts-point-an409/sales/overview,
,,Ray White,Real Estate Agency,info@raywhite.com.au,,,raywhite.com.au,Sunnybank,QLD,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/ray-white-sunnybank-be163/sales/overview,pattern-guess
,,Mcgrath Coolangatta Tweed Heads Tweed Coast,Real Estate Agency,,,,,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/mcgrath-coolangatta-tweed-heads-tweed-coast-aj014/sales/overview,
,,Oz Combined Realty Huskisson,Real Estate Agency,,,,,Sanctuary Point,NSW,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/oz-combined-realty-huskisson-sanctuary-point-ak242/sales/overview,
,,Buxton Port Phillip,Real Estate Agency,,,,,Port Melbourne,VIC,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/buxton-port-phillip-port-melbourne-ab817/sales/overview,
,,Mccrae Property Group,Real Estate Agency,info@mccraeproperty.com,,,mccraeproperty.com,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/mccrae-property-group-aw208/sales/overview,pattern-guess
,,Hockingstuart Wyndham,Real Estate Agency,,,,,City,ACT,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/hockingstuart-wyndham-city-ag163/sales/overview,
,,Area Specialist Wyndham,Real Estate Agency,,,,,City,ACT,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/area-specialist-wyndham-city-ba360/sales/overview,
,,Lj Hooker,Real Estate Agency,info@ljhooker.com.au,,,ljhooker.com.au,Belconnen,ACT,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/lj-hooker-belconnen-as959/sales/overview,pattern-guess
,,Blacks Real Estate,Real Estate Agency,info@blacksrealestate.com.au,,,blacksrealestate.com.au,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/blacks-real-estate-ab419/sales/overview,pattern-guess
,,Ray White,Real Estate Agency,info@raywhite.com.au,,,raywhite.com.au,Balwyn,VIC,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/ray-white-balwyn-as974/sales/overview,pattern-guess
,,Oslo Property,Real Estate Agency,info@osloproperty.com.au,,,osloproperty.com.au,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/oslo-property-bc302/sales/overview,pattern-guess
,,Gale Co,Real Estate Agency,info@gale.com.au,,,gale.com.au,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/gale-co-bd538/sales/overview,pattern-guess
,,Century 21 Mcleods,Real Estate Agency,,,,,Broken Hill,NSW,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/century-21-mcleods-broken-hill-ac418/sales/overview,
,,Shire Realty,Real Estate Agency,info@shirerealty.com.au,,,shirerealty.com.au,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/shire-realty-at560/sales/overview,pattern-guess
,,Harcourts,Real Estate Agency,info@harcourts.com.au,,,harcourts.com.au,Pakenham,VIC,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/harcourts-pakenham-af802/sales/overview,pattern-guess
,,Partner Now Property,Real Estate Agency,info@partnernowproperty.com.au,,,partnernowproperty.com.au,Tamworth,NSW,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/partner-now-property-tamworth-bb888/sales/overview,pattern-guess
,,The North Agency,Real Estate Agency,info@thenorthagency.com.au,,,thenorthagency.com.au,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/the-north-agency-bg114/sales/overview,pattern-guess
,,Ray White,Real Estate Agency,info@raywhite.com.au,,,raywhite.com.au,Para Hills,SA,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/ray-white-para-hills-aa704/sales/overview,pattern-guess
,,Global Property,Real Estate Agency,info@global-property.com,,,global-property.com,Warners Bay,NSW,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/global-property-warners-bay-af224/sales/overview,pattern-guess
,,Mcgrath,Real Estate Agency,info@mcgrath.com.au,,,mcgrath.com.au,Maroubra,NSW,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/mcgrath-maroubra-as487/sales/overview,pattern-guess
,,Mcgrath,Real Estate Agency,info@mcgrath.com.au,,,mcgrath.com.au,Devonport,TAS,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/mcgrath-devonport-aq791/sales/overview,pattern-guess
,,Laingsimmons,Real Estate Agency,info@laingsimmons.com.au,,,laingsimmons.com.au,Narrabeen,NSW,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/laingsimmons-narrabeen-aq244/sales/overview,pattern-guess
,,Aria Realty Co,Real Estate Agency,info@ariarealty.com.au,,,ariarealty.com.au,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/aria-realty-co-az184/sales/overview,pattern-guess
,,Lj Hooker,Real Estate Agency,info@ljhooker.com.au,,,ljhooker.com.au,Townsville,QLD,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/lj-hooker-townsville-ai372/sales/overview,pattern-guess
,,Chwyla,Real Estate Agency,info@chwyla.com.au,,,chwyla.com.au,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/chwyla-bd523/sales/overview,pattern-guess
,,Lj Hooker Property Partners,Real Estate Agency,info@ljhookerpropertypartners.com.au,,,ljhookerpropertypartners.com.au,Forest Lake,QLD,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/lj-hooker-property-partners-forest-lake-aa015/sales/overview,pattern-guess
,,Mcgrath,Real Estate Agency,info@mcgrath.com.au,,,mcgrath.com.au,Buderim,QLD,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/mcgrath-buderim-aj005/sales/overview,pattern-guess
,,One Agency Liverpool Cp Group,Real Estate Agency,,,,,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/one-agency-liverpool-cp-group-al540/sales/overview,
,,Archer,Real Estate Agency,info@archer.com.au,,,archer.com.au,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/archer-ak903/sales/overview,pattern-guess
,,Ray White Upper North Shore,Real Estate Agency,info@raywhiteuppernorthshore.com.au,,,raywhiteuppernorthshore.com.au,St Ives,NSW,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/ray-white-upper-north-shore-st-ives-ax330/sales/overview,pattern-guess
,,Obrien Real Estate,Real Estate Agency,info@obrienrealestate.com.au,,,obrienrealestate.com.au,Cranbourne,VIC,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/obrien-real-estate-cranbourne-aj945/sales/overview,pattern-guess
,,Engage Real Estate,Real Estate Agency,info@engagerealestate.com,,,engagerealestate.com,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/engage-real-estate-bd588/sales/overview,pattern-guess
,,Ray White Stocker Preston,Real Estate Agency,info@raywhitestockerpreston.com.au,,,raywhitestockerpreston.com.au,Busselton,WA,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/ray-white-stocker-preston-busselton-aq482/sales/overview,pattern-guess
,,Professionals,Real Estate Agency,info@professionals.com.au,,,professionals.com.au,Taylors Lakes,VIC,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/professionals-taylors-lakes-al071/sales/overview,pattern-guess
,,Noel Jones,Real Estate Agency,info@noeljones.com.au,,,noeljones.com.au,Croydon,NSW,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/noel-jones-croydon-av429/sales/overview,pattern-guess
,,Stone Real Estate,Real Estate Agency,info@stonerealestate.com.au,,,stonerealestate.com.au,Sans Souci,NSW,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/stone-real-estate-sans-souci-al923/sales/overview,pattern-guess
,,Shelter Real Estate,Real Estate Agency,info@shelterrealestate.com.au,,,shelterrealestate.com.au,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/shelter-real-estate-az017/sales/overview,pattern-guess
,,Professionals Platinum,Real Estate Agency,info@professionalsplatinum.com.au,,,professionalsplatinum.com.au,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/professionals-platinum-ae966/sales/overview,pattern-guess
,,Hinternoosa,Real Estate Agency,info@hinternoosa.com.au,,,hinternoosa.com.au,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/hinternoosa-ap913/sales/overview,pattern-guess
,,Hayeswinckle,Real Estate Agency,info@hayeswinckle.com.au,,,hayeswinckle.com.au,Highton,VIC,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/hayeswinckle-highton-af994/sales/overview,pattern-guess
,,Mcconnell Bourn,Real Estate Agency,info@mcconnellbourn.com.au,,,mcconnellbourn.com.au,North Shore,NSW,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/mcconnell-bourn-north-shore-ai936/sales/overview,pattern-guess
,,Natural Real Estate,Real Estate Agency,info@naturalrealestate.com.au,,,naturalrealestate.com.au,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/natural-real-estate-as389/sales/overview,pattern-guess
,,Acton Belle Property,Real Estate Agency,info@actonbelleproperty.com.au,,,actonbelleproperty.com.au,Mount Lawley,WA,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/acton-belle-property-mount-lawley-bg022/sales/overview,pattern-guess
,,Lj Hooker West Lakes,Real Estate Agency,info@ljhookerwestlakes.com.au,,,ljhookerwestlakes.com.au,Henley Beach,SA,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/lj-hooker-west-lakes-henley-beach-ai389/sales/overview,pattern-guess
,,Clinton Adams Co Real Estate,Real Estate Agency,info@clintonadamscorealestate.com.au,,,clintonadamscorealestate.com.au,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/clinton-adams-co-real-estate-ax077/sales/overview,pattern-guess
,,Halliwell Property Agents,Real Estate Agency,,,,,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/halliwell-property-agents-af546/sales/overview,
,,Harcourts,Real Estate Agency,info@harcourts.com.au,,,harcourts.com.au,The Rocks,NSW,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/harcourts-the-rocks-as115/sales/overview,pattern-guess
,,Reliance Real Estate,Real Estate Agency,info@reliancerealestate.net,,,reliancerealestate.net,Point Cook,VIC,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/reliance-real-estate-point-cook-ar324/sales/overview,pattern-guess
,,Mcgrath,Real Estate Agency,info@mcgrath.com.au,,,mcgrath.com.au,Northcote,VIC,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/mcgrath-northcote-ab004/sales/overview,pattern-guess
,,Taylors Property Specialists,Real Estate Agency,info@taylorspropertyspecialists.com.au,,,taylorspropertyspecialists.com.au,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/taylors-property-specialists-av436/sales/overview,pattern-guess
,,Mcgrath,Real Estate Agency,info@mcgrath.com.au,,,mcgrath.com.au,Engadine,NSW,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/mcgrath-engadine-aj017/sales/overview,pattern-guess
,,Stone Real Estate,Real Estate Agency,info@stonerealestate.com.au,,,stonerealestate.com.au,Parramatta,NSW,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/stone-real-estate-parramatta-ao395/sales/overview,pattern-guess
,,Ray White Upper North Shore,Real Estate Agency,info@raywhiteuppernorthshore.com.au,,,raywhiteuppernorthshore.com.au,Pennant Hills,NSW,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/ray-white-upper-north-shore-pennant-hills-am802/sales/overview,pattern-guess
,,Ray White Armadale,Real Estate Agency,,,,,City,ACT,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/ray-white-armadale-city-bj188/sales/overview,
,,Living Here,Real Estate Agency,info@livinghere.com.au,,,livinghere.com.au,Launceston,TAS,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/living-here-launceston-aq619/sales/overview,pattern-guess
,,White Rhino Property,Real Estate Agency,info@whiterhinoproperty.com.au,,,whiterhinoproperty.com.au,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/white-rhino-property-ar050/sales/overview,pattern-guess
,,Professionals Armadale Real Estate,Real Estate Agency,,,,,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/professionals-armadale-real-estate-al088/sales/overview,
,,Zed Real Estate,Real Estate Agency,info@zedrealestate.com.au,,,zedrealestate.com.au,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/zed-real-estate-au968/sales/overview,pattern-guess
,,Arrowsmith Property,Real Estate Agency,info@arrowsmithproperty.com.au,,,arrowsmithproperty.com.au,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/arrowsmith-property-ap793/sales/overview,pattern-guess
,,Wiseberry Peninsula,Real Estate Agency,info@wiseberrypeninsula.com.au,,,wiseberrypeninsula.com.au,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/wiseberry-peninsula-ap840/sales/overview,pattern-guess
,,Professionals Jurien Bayview Realty,Real Estate Agency,,,,,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/professionals-jurien-bayview-realty-al183/sales/overview,
,,Ray White,Real Estate Agency,info@raywhite.com.au,,,raywhite.com.au,Batemans Bay,NSW,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/ray-white-batemans-bay-am131/sales/overview,pattern-guess
,,Mcgrath,Real Estate Agency,info@mcgrath.com.au,,,mcgrath.com.au,Coogee,NSW,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/mcgrath-coogee-ai978/sales/overview,pattern-guess
,,Ray White Earlwood,Real Estate Agency,info@raywhiteearlwood.com.au,,,raywhiteearlwood.com.au,Wolli Creek,NSW,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/ray-white-earlwood-wolli-creek-am303/sales/overview,pattern-guess
,,Mint Real Estate,Real Estate Agency,info@mintrealestate.com.au,,,mintrealestate.com.au,East Fremantle,WA,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/mint-real-estate-east-fremantle-aj832/sales/overview,pattern-guess
,,Blackshaw Coastal,Real Estate Agency,,,,,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/blackshaw-coastal-az836/sales/overview,
,,First National Hills Direct,Real Estate Agency,,,,,The Ponds,NSW,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/first-national-hills-direct-the-ponds-ae494/sales/overview,
,,Harcourts Valley To Vines,Real Estate Agency,,,,,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/harcourts-valley-to-vines-av177/sales/overview,
,,Real Estate Agents Group Pt Adelaide,Real Estate Agency,,,,,Salisbury,NSW,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/real-estate-agents-group-pt-adelaide-salisbury-am973/sales/overview,
,,Lj Hooker,Real Estate Agency,info@ljhooker.com.au,,,ljhooker.com.au,Melton,VIC,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/lj-hooker-melton-au548/sales/overview,pattern-guess
,,Exp Australia,Real Estate Agency,info@expaustralia.com.au,,,expaustralia.com.au,,WA,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/exp-australia-wa-az339/sales/overview,pattern-guess
,,Nutrien Harcourts,Real Estate Agency,info@nutrienharcourts.com.au,,,nutrienharcourts.com.au,Wangaratta,VIC,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/nutrien-harcourts-wangaratta-ah625/sales/overview,pattern-guess
,,Belle Property,Real Estate Agency,info@belleproperty.com.au,,,belleproperty.com.au,Bondi Junction,NSW,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/belle-property-bondi-junction-ab155/sales/overview,pattern-guess
,,Barry Plant Brunswick,Real Estate Agency,,,,,Coburg,VIC,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/barry-plant-brunswick-coburg-aa972/sales/overview,
,,Harcourts Property Centre,Real Estate Agency,,,,,Noosa,QLD,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/harcourts-property-centre-noosa-ah596/sales/overview,
,,Ian Mcnamee Partners Queanbeyan,Real Estate Agency,,,,,Jerrabomberra,NSW,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/ian-mcnamee-partners-queanbeyan-jerrabomberra-ag394/sales/overview,
,,Rt Edgar Northside,Real Estate Agency,,,,,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/rt-edgar-northside-ab008/sales/overview,
,,Barry Plant,Real Estate Agency,info@barryplant.com.au,,,barryplant.com.au,Emerald,QLD,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/barry-plant-emerald-aa982/sales/overview,pattern-guess
,,Ray White,Real Estate Agency,info@raywhite.com.au,,,raywhite.com.au,Helensburgh,NSW,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/ray-white-helensburgh-am374/sales/overview,pattern-guess
,,Perth Realty Group,Real Estate Agency,info@perthrealty.com.au,,,perthrealty.com.au,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/perth-realty-group-af752/sales/overview,pattern-guess
,,The Agency,Real Estate Agency,info@theagency.com.au,,,theagency.com.au,Toowoomba,QLD,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/the-agency-toowoomba-aj070/sales/overview,pattern-guess
,,Explore Property Whitsunday,Real Estate Agency,info@explorepropertywhitsunday.com.au,,,explorepropertywhitsunday.com.au,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/explore-property-whitsunday-bd172/sales/overview,pattern-guess
,,Ray White,Real Estate Agency,info@raywhite.com.au,,,raywhite.com.au,Camperdown,NSW,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/ray-white-camperdown-ax224/sales/overview,pattern-guess
,,Ion Real Estate,Real Estate Agency,info@ionrealestate.com.au,,,ionrealestate.com.au,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/ion-real-estate-az572/sales/overview,pattern-guess
,,Harcourts Property Centre Wynnum,Real Estate Agency,,,,,Manly,NSW,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/harcourts-property-centre-wynnum-manly-am470/sales/overview,
,,Prd Hunter Valley,Real Estate Agency,info@prdhuntervalley.com.au,,,prdhuntervalley.com.au,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/prd-hunter-valley-ak915/sales/overview,pattern-guess
,,Ray White,Real Estate Agency,info@raywhite.com.au,,,raywhite.com.au,Brunswick,VIC,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/ray-white-brunswick-am179/sales/overview,pattern-guess
,,Robinson Property,Real Estate Agency,info@robinsonproperty.com.au,,,robinsonproperty.com.au,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/robinson-property-an597/sales/overview,pattern-guess
,,Kevin Green Real Estate,Real Estate Agency,,,,,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/kevin-green-real-estate-ah150/sales/overview,
,,Jts Realty,Real Estate Agency,info@jtsrealty.com.au,,,jtsrealty.com.au,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/jts-realty-ag947/sales/overview,pattern-guess
,,First National Port Stephens,Real Estate Agency,,,,,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/first-national-port-stephens-ba857/sales/overview,
,,Percival Property,Real Estate Agency,info@percivalproperty.com.au,,,percivalproperty.com.au,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/percival-property-ak490/sales/overview,pattern-guess
,,My Agent Team,Real Estate Agency,info@myagentteam.com.au,,,myagentteam.com.au,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/my-agent-team-ax186/sales/overview,pattern-guess
,,Ausrealty Hills District,Real Estate Agency,,,,,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/ausrealty-hills-district-ba694/sales/overview,
,,Lj Hooker Coolangatta Tweed,Real Estate Agency,,,,,,,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/lj-hooker-coolangatta-tweed-ai169/sales/overview,
,,Belle Property,Real Estate Agency,info@belleproperty.com.au,,,belleproperty.com.au,Sandringham,NSW,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/belle-property-sandringham-ag159/sales/overview,pattern-guess
,,Lj Hooker,Real Estate Agency,info@ljhooker.com.au,,,ljhooker.com.au,Gungahlin,ACT,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/lj-hooker-gungahlin-ah359/sales/overview,pattern-guess
,,Buxton,Real Estate Agency,info@buxton.com.au,,,buxton.com.au,Mount Waverley,VIC,AU,real estate agent,ratemyagent,https://www.ratemyagent.com.au/real-estate-agency/buxton-mount-waverley-ab827/sales/overview,pattern-guess
