first_name,last_name,firm_name,title,email,phone,website,domain,city,state,country,niche,source,profile_url,licence_number,licence_type
Filipinas,Rodriguez,South Immigration Matters Limited,,,,,,Dunedin,Otago,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201300196,201300196,
Fiona,Marie O'Sullivan,O'Sullivan Immigration Law,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201600540,201600540,
Francesca,Maria Giansanti,Te Atatu Immigration,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201800719,201800719,
Francis,Ralph Tuazon Alberto,Origin Migration and Education Visa Specialists,,,,,,Mandaluyong City,Metro Manila,PH,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201501582,201501582,
Francis,Yang,Clearlaw Immigration,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201300144,201300144,
Frederick,Uy Penaredonda,New Zealand Shores Ltd,,,,,,Hamilton,Waikato,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201701187,201701187,
GC,Angelo Posadas Dumlao,DUMLAO IMMIGRATION LIMITED,,,,,,Invercargill,Southland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202100955,202100955,
Gagandeep,Kaur Khanna,Y-Axis Immigration and Education Services Pty Ltd,,,,,,Melbourne,Victoria,AU,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202400430,202400430,
Gagandeep,Singla,Ethical Immigration Services Limited,,,,,,Hastings,Hawke's Bay,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201501257,201501257,
Gaganishinder,Kaur Dhillon,Gaganishinder Dhillon,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201601120,201601120,
Ganegoda,Appuhamilage Don Lalith Hilary Ganlath,Ganlaths,,,,,,Colombo 1,Colombo 1,LK,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201200264,201200264,
Ganesh,Neupane,GRACE INTERNATIONAL EDUCATION AND MIGRATION LIMITED,,,,,,AUCKLAND CENTRAL,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202500638,202500638,
Gang,Li,Horizon International Group Ltd.,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201401526,201401526,
Ganga,Priyadarshini Hettiwaththage,Q-Way Immigration Solutions Limited,,,,,,Wellington,Wellington,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202504133,202504133,
Garima,Gupta,Trusthaven Immigration Services,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201700905,201700905,
Gaurav,Soni,Zealand Immigration,,,,,,Christchurch,Canterbury,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201400863,201400863,
Gautam,Chhokar,Discover Matrix Pty Limited,,,,,,Melbourne,Victoria,AU,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/200901909,200901909,
Gavin,Charles Taylor,Prestige Legal Group PTY LTD,,,,,,Melbourne,Victoria,AU,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202400682,202400682,
Geeta,Rohan Gupte,Marg Consulting Limited,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/200800409,200800409,
Geng,Tian,Law Firm Profit Success Limited,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201501211,201501211,
Genoveva,Evelyn Ramos,Sunrise Immigration Service Limited,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/200900287,200900287,
George,Marx,NZ Life Immigration (PTY) Ltd,,,,,,Ballito,KwaZulu Natal,ZA,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201900976,201900976,
Georgina,Mary Lois Haines,KPMG Australia,,,,,,,,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201800139,201800139,
Gerald,Cohen,Firstlight Resources Limited,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/200800770,200800770,
Gerald,Falcon Quijano,Best Advice Limited,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/200900005,200900005,
Geraldine,May Abraham,Manawatu Immigration Consultants Ltd,,,,,,Palmerston North,Manawatū-Whanganui,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201900462,201900462,
Gerard,John Hansen,Alpine Immigration and Recruitment NZ,,,,,,Christchurch,Canterbury,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202100547,202100547,
Gina,Kelly Hughes,Gina & Partners,,,,,,Queenstown,Otago,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201002132,201002132,
Gina,Tubal Lopena,Zealandia Manpower Consultancy Limited,,,,,,Ohaupo,Waikato,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202100613,202100613,
Gisela,Combrinck,Beverley International NZ Ltd,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/200801018,200801018,
Glice,Alexa Sam,Elite Immigration Consultancy Australia,,,,,,,,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202000153,202000153,
Gloria,Collins,World 2 Australia Migration Solutions Pty Ltd.,,,,,,Brisbane,Queensland,AU,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201502937,201502937,
Glory,Mar Padios Umadhay,GenuPathNZ Immigration and Consultancy Services Limited,,,,,,Rotorua,Bay of Plenty,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202601097,202601097,
Gokula,Gopinathan Pillai,Pathvista Consultants Limited,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201600729,201600729,
Gonika,Arora,SAGA STUDIES P LTD,,,,,,AMRITSAR,PUNJAB,IN,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201800955,201800955,
Gopal,Grover,GG Immmigration Advisers Limited,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202600080,202600080,
Grace,Zita Uy,Asian and Philippine Immigration Assistance NZ Ltd,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/200901513,200901513,
Grant,Michael Siebert,Flair Migration Limited,,,,,,Christchurch,Canterbury,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201900143,201900143,
Grant,William Stephen,Nationwide Immigration Limited,,,,,,Wellington,Wellington,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201801038,201801038,
Graydon,Dudley Sharratt,Greenstone Immigration Limited,,,,,,Hamilton,Waikato,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/200900399,200900399,
Gregguil,Galendez Besa,GM Immigration Services,,,,,,Lower Hutt,Wellington,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202200031,202200031,
Guang,Hu,New Zealand Immigration and Education Limited,,,,,,Warkworth,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202507773,202507773,
Gurjinder,Ghuman,Kiwi Immigration and Education Consultant Limited,,,,,,Papakura,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/200901826,200901826,
Gurjinder,Pal Singh,Gurjinder Singh,,,,,,AUCKLAND,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/200901772,200901772,
Gurjinder,Singh,Reet Visa Solutions,,,,,,Papakura,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202507538,202507538,
Gurmeet,Singh,Adventure Atlas (https://online-eta-portal.com/),,,,,,TOONGABBIE,New South Wales,AU,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202600628,202600628,
Gurpreet,Frankie Pabla,Immigration Advice Limited,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202000182,202000182,
Gurpreet,Kaur,Target Visa Migration and Education Services,,,,,,Adelaide,South Australia,AU,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202200628,202200628,
Gurpreet,Singh,VisaPoint Immigration Services Limited,,,,,,Christchurch,Canterbury,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202100949,202100949,
Gurpreet,Singh,Gurpreet Singh,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202500237,202500237,
Gurpreet,Singh Bassan,New Start NZ Limited,,,,,,Hamilton,Waikato,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/200901000,200901000,
HEUNGIL,KIM,Engredit Solutions Limited,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202505362,202505362,
HIEDIE,DE LOS REYES JIMENEZ,NEW ZEALAND VISA SOLUTIONS LIMITED,,,,,,Takanini,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202503956,202503956,
HONG,DONG,TDA Immigration and Student Services Limited,,,,,,Grey Lynn,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202400015,202400015,
Ha,Thu Nguyen,New Zealand Immigration Partners,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201700058,201700058,
Ha,Thu Thi Doan,Newland Chase Pty Ltd,,,,,,Melbourne,Victoria,AU,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202507943,202507943,
Hai,Wang,Precise Consulting Limited,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201100326,201100326,
Haibo,Shang,Fairsquare International NZ Limited,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201200962,201200962,
Haiyue,Jiang,Deloitte New Zealand,,,,,,,,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201801096,201801096,
Hajnalka,Vezsenyi,Hajnalka Vezsenyi,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/200900360,200900360,
Haley,Edlington,Greenstone Imigration Limited,,,,,,Hamilton,Waikato,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201700609,201700609,
Hamish,MacLeod Brown,IMMagine Australia and New Zealand,,,,,,,,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201800292,201800292,
Hamneet,Kaur Jaggi,Working International Visas Ltd,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201500559,201500559,
Han,Ling,Koala Link Education and Migration Services,,,,,,Adelaide,South Australia,AU,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202401380,202401380,
Han,Zhao,Han-Bridge Education & Immigration Service Limited,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201501263,201501263,
Hannah,Rebecca Parker,Kotahi Immigration Consulting,,,,,,Cromwell,Otago,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202200108,202200108,
Hannah,Reynaldo Reyes,Honu Immigration,,,,,,Sydney,New South Wales,AU,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202500735,202500735,
Hans,Bai,Daylight International Limited,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202400529,202400529,
Hao,Li,Ursacorp Consulting,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201600184,201600184,
Haoxi,Sun,NEO Education and Immigration Services Ltd,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202300419,202300419,
Harinder,Singh,Eaglemigration Services NZ Limited,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201300776,201300776,
Harjeet,Singh Golian,Golian Consultants Limited,,,,,,Auckland City,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/200800540,200800540,
Harjinder,Singh,New Start NZ Limited,,,,,,Hamilton,Waikato,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202300974,202300974,
Harman,Singh,Harman Immigration Services,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202400624,202400624,
Harminder,Singh,Pravasi Consultants,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/200902530,200902530,
Harry,Singh,Aotearoa Ethnic Communities Trust NZ (AECT),,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/200800020,200800020,
Harsatbir,Singh,EXCLUSIVE MIGRATION SERVICES,,,,,,CRANBOURNE,Victoria,AU,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202000064,202000064,
Harshita,Kaushik,Dreams Immigration Services Ltd,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201300084,201300084,
Harvinder,Singh,a2z Immigration,,,,,,Hamilton,Waikato,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202401026,202401026,
Hayan,Lee,Immigration Chambers,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202600057,202600057,
Hayoung,Kim,Sydney Diocesan Services,,,,,,Sydney,New South Wales,AU,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201900628,201900628,
Hazel,Christina Coates,Celtic Migration Services,,,,,,Brisbane,Queensland,AU,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202500325,202500325,
He,He,Inspire Education and Immigration Ltd,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202301070,202301070,
Helen,Frances Denty-Singh,New Zealand Immigration Partners,,,,,,Tauranga,Bay of Plenty,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201900189,201900189,
Helen,Lydia Tendai Katandawa,Core Immigration,,,,,,Christchurch,Canterbury,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202508093,202508093,
Helen,Murphy,Murphy Academy International Ltd,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201600830,201600830,
Helen,Strange,Aims Global Immigration and Education Services,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201601261,201601261,
Helena,Smith,Arrowtown Immigration Limited,,,,,,Arrowtown,Otago,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202200195,202200195,
Hema,Ben Parekh,Destination New Zealand Immigration Limited,,,,,,Hamilton,Waikato,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/200800852,200800852,
Hema,Sandeep Jani,New Zealand Gateway,,,,,,Vadodara,Gujarat,IN,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201000529,201000529,
Hemant,Kaushal,Danika Enterprises Ltd,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201800599,201800599,
Heng,Xia,XENIA IMMIGRATION ADVISORY LIMITED,,,,,,North Shore City,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202101009,202101009,
Henrietta,Eleanor Forder,Tradestaff Group Ltd,,,,,,Queenstown,Otago,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202000220,202000220,
Henry,Baiqing Lee,New Millennium Group Limited,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/200900991,200900991,
Herminia,Cacere Marshall,HCA Immigration Limited,,,,,,Te Awamutu,Waikato,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201500476,201500476,
Herminigilda,Loreen Carlos,ITEAM Limited,,,,,,North Shore,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/200900838,200900838,
Hildah,Winnie Nyemba,Miracle Worker Migration Solutions Pty Ltd,,,,,,Narrogin,Western Australia,AU,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201100266,201100266,
Himang,Bhardwaj,Counsel One Immigration Services NZ,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202100464,202100464,
Himanshu,Rai,Immigration Advisers New Zealand Ltd,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201501323,201501323,
Hinemoa,Wai Taylor,ONPOINT IMMIGRATION LTD,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201800270,201800270,
Ho,Young Lee,Core Immigration Services,,,,,,Christchurch,Canterbury,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202000673,202000673,
Hoa,Soo An,Why Not NZ,,,,,,Melbourne,Victoria,AU,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201001670,201001670,
Hoang,Long Do,Vision First Consulting Group,,,,,,Melbourne,Victoria,AU,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202506242,202506242,
Hoang,Vy Nguyen,RBS Intellect,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202504688,202504688,
Holger,Heinrich Gerhard Weischede,NZ Immigration Help Service Limited,,,,,,Auckland - Waitakere,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/200901921,200901921,
Holly,Louise Barlow,VisaMax NZ,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202300980,202300980,
Honey,Balisacan Rasalan,NZ Visa Cons. Ltd TA NZ Immigration Support Srvcs,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201800872,201800872,
Hong,Jiang,LIC Immigration,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202100292,202100292,
Hong,Ling,Leader Investment Group Limited,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/200901200,200901200,
Hongbiao,Jin,Goldvisa Consultation Ltd,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201300635,201300635,
Hongguo,Li,Dingxin Immigration Services Ltd,,,,,,Palmerston North,Manawatū-Whanganui,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201301089,201301089,
Honghao,Wu,NA,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202000549,202000549,
Hongjuan,Wang,Shanxi Mutual Benefit Glory Culture Media Co. Ltd.,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202000414,202000414,
Howie,Yin,HY Immigration&Investment Limited,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201600356,201600356,
Hua,He,Austlink Australia Pty Ltd,,,,,,Sydney,New South Wales,AU,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202507109,202507109,
Hui,Anny McLeod,Ernst & Young,,,,,,Sydney,New South Wales,AU,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201200608,201200608,
Hui,Lin,Simply Easy Immigration Consultants Ltd,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201502110,201502110,
Hui,Pan,E-counting Partners Limited,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201700851,201700851,
Hui,Wang,HI EDUCATION LIMITED,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202300282,202300282,
Huilin,Sui,All Approved International Group,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202400707,202400707,
Huimin,Shen,LH Global PTY LTD,,,,,,Perth,Western Australia,AU,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202500119,202500119,
Huiping,Xiao,CDW Consultancy Limited,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202100501,202100501,
Huiqun,Xue,East Coast Horizons Ltd.,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201900798,201900798,
Hun,Si Tae,Fernhill Immigration NZ Limited,,,,,,Porirua,Wellington,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/200901252,200901252,
Huong,Thi Nguyen,Immigration Wise,,,,,,Tauranga,Bay of Plenty,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202401010,202401010,
Hyo,Jung KIM,Joy & Caring Education,,,,,,Christchurch,Canterbury,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202400446,202400446,
Hyojung,Kwak,New Zealand Immigration Partners,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202300968,202300968,
Hyra,Dela Cruz Evangelista,Aroha New Zealand Immigration,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201700325,201700325,
Hyunwuk,Yoo,HYUNWUK YOO,,,,,,Wainui,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202300135,202300135,
Iain,Craig MacLeod,Immagine Australia and New Zealand,,,,,,,,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/200800220,200800220,
Ian,Armani,VisaEnvoy,,,,,,Melbourne,Victoria,AU,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201501895,201501895,
Ian,Brendel Ferguson,Ferguson Consultants Group Ltd,,,,,,Gold Coast,Queensland,AU,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201001635,201001635,
Igor,Alves De Oliveira,Idvisor Immigration Services,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201701260,201701260,
Ilaisaane,Vaine Fale,Tuituivao Immigration Limited,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201700414,201700414,
Ilya,Bekker,ADI Immigration,,,,,,MELBOURNE,Victoria,AU,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202600606,202600606,
Imon,Cho,Ark Global Education Limited,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/202504149,202504149,
In,Soo Choi,UWin Immigration & Education Consulting Limited,,,,,,Auckland,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201700118,201700118,
Inderjit,Kaur Matharu,Achievers Education Consultancy Ltd .,,,,,,AUCKLAND,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201500281,201500281,
Inderpal,Singh,Professional Visa Solutions,,,,,,Manukau,Auckland,NZ,Immigration Advisory,nz-iaa,https://app.mbieregisters.govt.nz/iaa/ext/adviser/view/201301110,201301110,
