first_name,last_name,firm_name,title,email,phone,website,domain,city,state,country,niche,source,profile_url,rating,attorneys
,,Law Offices of Jeremy R. Frost & Associates,Immigration Law Firm,,,,,Los Angeles,CA,US,immigration,lawyers_com,https://www.lawyers.com/los-angeles/california/law-offices-of-jeremy-r-frost-and-associates-45553590-f/,,
,,Thibodeaux Law Group,Immigration Law Firm,,,,,Los Angeles,CA,US,immigration,lawyers_com,https://www.lawyers.com/los-angeles/california/thibodeaux-law-group-300041205-f/,,
,,Dixon Justice Center,Immigration Law Firm,,,http://www.dixonjusticecenter.com,dixonjusticecenter.com,Los Angeles,CA,US,immigration,lawyers_com,https://www.lawyers.com/los-angeles/california/dixon-justice-center-2326571-f/,3.0,
,,Winston & Strawn LLP,Immigration Law Firm,,,,,Los Angeles,CA,US,immigration,lawyers_com,https://www.lawyers.com/los-angeles/california/winston-and-strawn-llp-118418-f/,3.8,
,,Law Offices of George W. Abbes,Immigration Law Firm,,,,,Irvine,CA,US,immigration,lawyers_com,https://www.lawyers.com/santa-ana/california/law-offices-of-george-w-abbes-158236363-f/,,
,,Yellow Law Group,Immigration Law Firm,,,https://yellow.law/,yellow.law,Irvine,CA,US,immigration,lawyers_com,https://www.lawyers.com/plano/texas/yellow-law-group-300052503-f/,5.0,
,,HEATHER L POOLE PC Immigration Lawyers,Immigration Law Firm,,,https://www.humanrightsattorney.com/,humanrightsattorney.com,Irvine,CA,US,immigration,lawyers_com,https://www.lawyers.com/irvine/california/heather-l-poole-pc-immigration-lawyers-300046323-f/,,
,,Khurgel Immigration Law Firm,Immigration Law Firm,,,http://www.khurgel.com/,khurgel.com,Irvine,CA,US,immigration,lawyers_com,https://www.lawyers.com/irvine/california/khurgel-immigration-law-firm-300041843-f/,,
,,Law Offices of Ron Kamran,Immigration Law Firm,,,https://www.ronkamran.com,ronkamran.com,Irvine,CA,US,immigration,lawyers_com,https://www.lawyers.com/irvine/california/law-offices-of-ron-kamran-300041091-f/,5.0,
,,The Law Offices of Staycie R. Sena,Immigration Law Firm,,,https://www.irvinecriminallawyer.com,irvinecriminallawyer.com,Irvine,CA,US,immigration,lawyers_com,https://www.lawyers.com/irvine/california/the-law-offices-of-staycie-r-sena-3134143-f/,,
,,"Greenberg Traurig, LLP",Immigration Law Firm,,,http://www.gtlaw.com,gtlaw.com,Irvine,CA,US,immigration,lawyers_com,https://www.lawyers.com/irvine/california/greenberg-traurig-llp-3094217-f/,4.1,
,,Chudnovsky Law,Immigration Law Firm,,,https://toplawyer.law/orange-county-criminal-defense-lawyer/,toplawyer.law,Irvine,CA,US,immigration,lawyers_com,https://www.lawyers.com/newport-beach/california/chudnovsky-law-300008733-f/,5.0,
,,"The Watkins Firm, APC",Immigration Law Firm,,,https://www.watkinsfirm.com,watkinsfirm.com,Irvine,CA,US,immigration,lawyers_com,https://www.lawyers.com/san-diego/california/the-watkins-firm-apc-34487893-f/,4.6,
,,DiMarco | Araujo | Montevideo Attorneys At Law,Immigration Law Firm,,,https://www.damfirm.com,damfirm.com,Irvine,CA,US,immigration,lawyers_com,https://www.lawyers.com/santa-ana/california/dimarco-araujo-montevideo-attorneys-at-law-258571-f/,3.0,
,,Sethi Law Group,Immigration Law Firm,,,http://www.sethifirm.com,sethifirm.com,Irvine,CA,US,immigration,lawyers_com,https://www.lawyers.com/orange/california/u-s-law-center-45746584-f/,3.0,
,,"Law Offices of Louis M. Piscopo, APLC",Immigration Law Firm,,,https://www.np-attorneys.com,np-attorneys.com,Irvine,CA,US,immigration,lawyers_com,https://www.lawyers.com/santa-ana/california/law-offices-of-louis-m-piscopo-aplc-45741607-f/,4.9,
,,Stone & Sallus LLP,Immigration Law Firm,,,http://www.stonesalluslaw.com,stonesalluslaw.com,Irvine,CA,US,immigration,lawyers_com,https://www.lawyers.com/el-segundo/california/stone-sallus-llp-300005719-f/,5.0,
,,Doss Law A Professional Corporation,Immigration Law Firm,,,,,Irvine,CA,US,immigration,lawyers_com,https://www.lawyers.com/irvine/california/doss-law-a-professional-corporation-168749-f/,,
,,Hadjian Law,Immigration Law Firm,,,,,Irvine,CA,US,immigration,lawyers_com,https://www.lawyers.com/irvine/california/hadjian-law-300036591-f/,1.0,
,,Law Offices of Shawn S. Sedaghat,Immigration Law Firm,,,http://www.sedaghatlaw.com,sedaghatlaw.com,Irvine,CA,US,immigration,lawyers_com,https://www.lawyers.com/irvine/california/law-offices-of-shawn-s-sedaghat-300000945-f/,5.0,
,,James David Acoba,Immigration Law Firm,,,,,Irvine,CA,US,immigration,lawyers_com,https://www.lawyers.com/irvine/california/james-david-acoba-42476771-f/,,
,,Andrews & Thornton,Immigration Law Firm,,,,,Irvine,CA,US,immigration,lawyers_com,https://www.lawyers.com/irvine/california/andrews-and-thornton-30805835-f/,,
,,Jain Law Group A Professional Corporation,Immigration Law Firm,,,,,Irvine,CA,US,immigration,lawyers_com,https://www.lawyers.com/irvine/california/jain-law-group-a-professional-corporation-42819554-f/,2.8,
,,Wesierski & Zurek LLP,Immigration Law Firm,,,,,Irvine,CA,US,immigration,lawyers_com,https://www.lawyers.com/irvine/california/wesierski-and-zurek-llp-108374-f/,5.0,
,,Jackson Lewis P.C.,Immigration Law Firm,,,https://www.jacksonlewis.com,jacksonlewis.com,Irvine,CA,US,immigration,lawyers_com,https://www.lawyers.com/irvine/california/jackson-lewis-p-c-161135101-f/,3.1,
,,Manning | Kass,Immigration Law Firm,,,,,Irvine,CA,US,immigration,lawyers_com,https://www.lawyers.com/irvine/california/manning-kass-107457-f/,4.5,
,,Michelman & Robinson LLP,Immigration Law Firm,,,,,Irvine,CA,US,immigration,lawyers_com,https://www.lawyers.com/irvine/california/michelman-and-robinson-llp-159529007-f/,,
,,Law Office of Steven Kassam,Immigration Law Firm,,,,,Irvine,CA,US,immigration,lawyers_com,https://www.lawyers.com/irvine/california/law-office-of-steven-kassam-45688572-f/,1.0,
,,"Fragomen, Del Rey, Bernsen & Loewy, LLP",Immigration Law Firm,,,http://www.fragomen.com,fragomen.com,Irvine,CA,US,immigration,lawyers_com,https://www.lawyers.com/irvine/california/fragomen-del-rey-bernsen-and-loewy-llp-106977-f/,2.0,
,,Gallinger Law,Immigration Law Firm,,,,,Irvine,CA,US,immigration,lawyers_com,https://www.lawyers.com/irvine/california/gallinger-law-43659580-f/,5.0,
,,"Sally Amirghahari, J.D., LL.M",Immigration Law Firm,,,,,Irvine,CA,US,immigration,lawyers_com,https://www.lawyers.com/irvine/california/sally-amirghahari-j-d-ll-m-45710653-f/,,
,,"Law Offices of Janet J. Hong, P.C.",Immigration Law Firm,,,,,Irvine,CA,US,immigration,lawyers_com,https://www.lawyers.com/irvine/california/law-offices-of-janet-j-hong-p-c-158728059-f/,,
,,Crowell & Moring LLP,Immigration Law Firm,,,,,Irvine,CA,US,immigration,lawyers_com,https://www.lawyers.com/irvine/california/crowell-and-moring-llp-107735-f/,4.1,
,,ImmigraTrust Law,Immigration Law Firm,,,,,Irvine,CA,US,immigration,lawyers_com,https://www.lawyers.com/irvine/california/immigratrust-law-300036179-f/,,
,,Klinedinst PC,Immigration Law Firm,,,https://www.klinedinstlaw.com/irvine,klinedinstlaw.com,Irvine,CA,US,immigration,lawyers_com,https://www.lawyers.com/irvine/california/klinedinst-pc-2721927-f/,4.4,
,,Law Office of Nick Davaei,Immigration Law Firm,,,https://www.ndlawcenter.com,ndlawcenter.com,Irvine,CA,US,immigration,lawyers_com,https://www.lawyers.com/irvine/california/law-office-of-nick-davaei-300033233-f/,,
,,"Thomas H. Bohrer, Attorney at Law",Immigration Law Firm,,,,,Irvine,CA,US,immigration,lawyers_com,https://www.lawyers.com/irvine/california/thomas-h-bohrer-attorney-at-law-4090795-f/,,
,,Boxer Law Corporation,Immigration Law Firm,,,,,Irvine,CA,US,immigration,lawyers_com,https://www.lawyers.com/irvine/california/boxer-law-corporation-158297543-f/,5.0,
,,Rayehe Mazarei Law Office,Immigration Law Firm,,,,,Irvine,CA,US,immigration,lawyers_com,https://www.lawyers.com/irvine/california/rayehe-mazarei-law-office-4173134-f/,,
,,Dentons US LLP,Immigration Law Firm,,,,,Irvine,CA,US,immigration,lawyers_com,https://www.lawyers.com/irvine/california/dentons-us-llp-160655407-f/,3.0,
,,Sara Naheedy Law APC,Immigration Law Firm,,,,,Irvine,CA,US,immigration,lawyers_com,https://www.lawyers.com/irvine/california/sara-naheedy-law-apc-300055709-f/,,
,,Katebian Law Firm,Immigration Law Firm,,,,,Irvine,CA,US,immigration,lawyers_com,https://www.lawyers.com/irvine/california/katebian-law-firm-41417678-f/,,
,,Law Offices of Mark S. Devore A Professional Corporation,Immigration Law Firm,,,,,Irvine,CA,US,immigration,lawyers_com,https://www.lawyers.com/irvine/california/law-offices-of-mark-s-devore-a-professional-corporation-3877842-f/,,
,,Littler Mendelson P.C.,Immigration Law Firm,,,,,Irvine,CA,US,immigration,lawyers_com,https://www.lawyers.com/irvine/california/littler-mendelson-p-c-4530979-f/,3.8,
,,Cognitive Legal Support,Immigration Law Firm,,,,,Irvine,CA,US,immigration,lawyers_com,https://www.lawyers.com/irvine/california/cognitive-legal-support-300004963-f/,5.0,
,,"Grant, Genovese & Baratta, LLP",Immigration Law Firm,,,,,Irvine,CA,US,immigration,lawyers_com,https://www.lawyers.com/irvine/california/grant-genovese-and-baratta-llp-108829-f/,,
,,Law Offices of Rachel H. Lew A Professional Law Corporation,Immigration Law Firm,,,,,Irvine,CA,US,immigration,lawyers_com,https://www.lawyers.com/irvine/california/law-offices-of-rachel-h-lew-a-professional-law-corporation-3266789-f/,,
,,Arvian Law Firm LLC,Immigration Law Firm,,,,,Irvine,CA,US,immigration,lawyers_com,https://www.lawyers.com/irvine/california/arvian-law-firm-llc-300037777-f/,,
,,Salimi Law,Immigration Law Firm,,,,,Irvine,CA,US,immigration,lawyers_com,https://www.lawyers.com/irvine/california/salimi-law-157951131-f/,,
,,Azhang & Associates Inc.,Immigration Law Firm,,,,,Irvine,CA,US,immigration,lawyers_com,https://www.lawyers.com/irvine/california/azhang-and-associates-inc-4886535-f/,,
,,Law Offices of Leila Moulana,Immigration Law Firm,,,https://www.moulanalaw.com,moulanalaw.com,Irvine,CA,US,immigration,lawyers_com,https://www.lawyers.com/irvine/california/law-offices-of-leila-moulana-300033179-f/,,
,,"Law Office of Diane C. Bass, A Professional Law Corporation",Immigration Law Firm,,,http://www.dbasslaw.com,dbasslaw.com,Irvine,CA,US,immigration,lawyers_com,https://www.lawyers.com/irvine/california/law-office-of-diane-c-bass-a-professional-law-corporation-3436997-f/,5.0,
,,Law Offices of John R. Alcorn,Immigration Law Firm,,,,,Irvine,CA,US,immigration,lawyers_com,https://www.lawyers.com/irvine/california/law-offices-of-john-r-alcorn-106727-f/,,
,,Jain Law Firm,Immigration Law Firm,,,https://www.jainlawfirm.com,jainlawfirm.com,Irvine,CA,US,immigration,lawyers_com,https://www.lawyers.com/irvine/california/jain-law-firm-300024251-f/,,
,,Troutman Pepper Locke,Immigration Law Firm,,,,,Irvine,CA,US,immigration,lawyers_com,https://www.lawyers.com/irvine/california/troutman-pepper-locke-3589889-f/,4.8,
,,"Peter Rasla and Associates, P.L.C.",Immigration Law Firm,,,,,Irvine,CA,US,immigration,lawyers_com,https://www.lawyers.com/irvine/california/peter-rasla-and-associates-p-l-c-1664345-f/,,
,,Madison Law APC,Immigration Law Firm,,,https://www.madisonlawapc.com,madisonlawapc.com,Irvine,CA,US,immigration,lawyers_com,https://www.lawyers.com/irvine/california/madison-law-apc-300009497-f/,2.0,
,,"Callahan, Thompson, Sherman & Caudill LLP",Immigration Law Firm,,,,,Irvine,CA,US,immigration,lawyers_com,https://www.lawyers.com/irvine/california/callahan-thompson-sherman-and-caudill-llp-45689657-f/,,
,,The Law Offices of Jeffrey Jacobs,Immigration Law Firm,,,,,Irvine,CA,US,immigration,lawyers_com,https://www.lawyers.com/irvine/california/the-law-offices-of-jeffrey-jacobs-4213259-f/,,
,,Law Offices of Colyn B. Desatnik,Immigration Law Firm,,,,,Irvine,CA,US,immigration,lawyers_com,https://www.lawyers.com/irvine/california/law-offices-of-colyn-b-desatnik-43203559-f/,,
,,Kalani Law Firm,Immigration Law Firm,,,,,Irvine,CA,US,immigration,lawyers_com,https://www.lawyers.com/irvine/california/kalani-law-firm-3978376-f/,,
,,Fisher & Phillips LLP,Immigration Law Firm,,,,,Irvine,CA,US,immigration,lawyers_com,https://www.lawyers.com/irvine/california/fisher-and-phillips-llp-168330-f/,4.4,
,,William C. Thompson,Immigration Law Firm,,,,,Irvine,CA,US,immigration,lawyers_com,https://www.lawyers.com/irvine/california/william-c-thompson-4226214-f/,,
,,Oasis Law Group,Immigration Law Firm,,,https://www.oasislawgroup.com,oasislawgroup.com,San Francisco,CA,US,immigration,lawyers_com,https://www.lawyers.com/san-francisco/california/oasis-law-group-300031473-f/,5.0,
,,Law Offices of James A. Bach,Immigration Law Firm,,,http://www.immilaw.com,immilaw.com,San Francisco,CA,US,immigration,lawyers_com,https://www.lawyers.com/san-francisco/california/law-offices-of-james-a-bach-224447-f/,4.9,
,,Law Office of Hedi Framm-Anton,Immigration Law Firm,,,https://hediframmanton.com/,hediframmanton.com,San Francisco,CA,US,immigration,lawyers_com,https://www.lawyers.com/san-francisco/california/law-office-of-hedi-framm-anton-42795593-f/,5.0,
,,Van Voorhis & Sosna LLP,Immigration Law Firm,,,https://www.vsfamlaw.com/,vsfamlaw.com,San Francisco,CA,US,immigration,lawyers_com,https://www.lawyers.com/san-francisco/california/van-voorhis-sosna-llp-42933650-f/,4.6,
,,"Landerholm Immigration, APC",Immigration Law Firm,,,http://www.LanderholmImmigration.com,landerholmimmigration.com,San Francisco,CA,US,immigration,lawyers_com,https://www.lawyers.com/san-francisco/california/landerholm-immigration-apc-157324619-f/,,
,,KPB Immigration Law PC,Immigration Law Firm,,,https://www.kpbimmigrationlawfirm.com/attorneys/wilson-purves/index.html,kpbimmigrationlawfirm.com,San Francisco,CA,US,immigration,lawyers_com,https://www.lawyers.com/san-francisco/california/kpb-immigration-law-pc-42193558-f/,,
,,Bertoni-Law,Immigration Law Firm,,,http://www.bertoni-law.com,bertoni-law.com,San Francisco,CA,US,immigration,lawyers_com,https://www.lawyers.com/san-francisco/california/bertoni-law-42572607-f/,,
,,Ranchou Kaushik Law Offices,Immigration Law Firm,,,http://www.ranchodlaw.com/attorney-profile/,ranchodlaw.com,San Francisco,CA,US,immigration,lawyers_com,https://www.lawyers.com/san-francisco/california/ranchou-kaushik-law-offices-2757718-f/,,
,,"Greenberg Traurig, LLP",Immigration Law Firm,,,http://www.gtlaw.com,gtlaw.com,San Francisco,CA,US,immigration,lawyers_com,https://www.lawyers.com/san-francisco/california/greenberg-traurig-llp-43122555-f/,4.1,
,,"Lieff, Cabraser, Heimann & Bernstein, LLP",Immigration Law Firm,,,http://www.lieffcabraser.com,lieffcabraser.com,San Francisco,CA,US,immigration,lawyers_com,https://www.lawyers.com/san-francisco/california/lieff-cabraser-heimann-and-bernstein-llp-229182-f/,3.5,
,,Younossi Law,Immigration Law Firm,,,https://www.younossi.com,younossi.com,San Francisco,CA,US,immigration,lawyers_com,https://www.lawyers.com/south-san-francisco/california/younossi-law-4762267-f/,,
,,Intellectual Property Law Group LLP,Immigration Law Firm,,,http://www.iplg.com,iplg.com,San Francisco,CA,US,immigration,lawyers_com,https://www.lawyers.com/san-jose/california/intellectual-property-law-group-llp-253255-f/,4.8,
,,The Wagner Law Group,Immigration Law Firm,,,https://www.wagnerlawgroup.com,wagnerlawgroup.com,San Francisco,CA,US,immigration,lawyers_com,https://www.lawyers.com/boston/massachusetts/the-wagner-law-group-665091-f/,5.0,
,,"Lewis, Brisbois, Bisgaard & Smith LLP",Immigration Law Firm,,,,,San Francisco,CA,US,immigration,lawyers_com,https://www.lawyers.com/san-francisco/california/lewis-brisbois-bisgaard-smith-llp-234178-f/,3.6,
,,Cornerstone Law Group,Immigration Law Firm,,,,,San Francisco,CA,US,immigration,lawyers_com,https://www.lawyers.com/san-francisco/california/cornerstone-law-group-2348032-f/,,
,,Law Office of Katarina Rost,Immigration Law Firm,,,,,San Francisco,CA,US,immigration,lawyers_com,https://www.lawyers.com/san-francisco/california/law-office-of-katarina-rost-46119646-f/,,
,,Law Office of Gary Sheth,Immigration Law Firm,,,,,San Francisco,CA,US,immigration,lawyers_com,https://www.lawyers.com/san-francisco/california/law-office-of-gary-sheth-4142756-f/,,
,,"Bertrand, Fox & Elliot",Immigration Law Firm,,,,,San Francisco,CA,US,immigration,lawyers_com,https://www.lawyers.com/san-francisco/california/bertrand-fox-and-elliot-235976-f/,,
,,Law Offices of Eugene C. Wong,Immigration Law Firm,,,,,San Francisco,CA,US,immigration,lawyers_com,https://www.lawyers.com/san-francisco/california/law-offices-of-eugene-c-wong-46273603-f/,,
,,Law Office of John G. Olden,Immigration Law Firm,,,,,San Francisco,CA,US,immigration,lawyers_com,https://www.lawyers.com/san-francisco/california/law-office-of-john-g-olden-4146902-f/,,
,,Withers Bergman LLP,Immigration Law Firm,,,http://www.withersworldwide.com/,withersworldwide.com,San Francisco,CA,US,immigration,lawyers_com,https://www.lawyers.com/san-francisco/california/withers-bergman-llp-159197315-f/,3.6,
,,Werner & Associates,Immigration Law Firm,,,,,San Francisco,CA,US,immigration,lawyers_com,https://www.lawyers.com/san-francisco/california/werner-and-associates-241955-f/,,
,,Law Office of Jeffrey Martins,Immigration Law Firm,,,,,San Francisco,CA,US,immigration,lawyers_com,https://www.lawyers.com/san-francisco/california/law-office-of-jeffrey-martins-2663669-f/,5.0,
,,Law Offices of S. Ouya Maina,Immigration Law Firm,,,,,San Francisco,CA,US,immigration,lawyers_com,https://www.lawyers.com/san-francisco/california/law-offices-of-s-ouya-maina-222258-f/,,
,,The Law Offices of Elisa C. Brasil,Immigration Law Firm,,,,,San Francisco,CA,US,immigration,lawyers_com,https://www.lawyers.com/san-francisco/california/the-law-offices-of-elisa-c-brasil-45830630-f/,,
,,Law Offices of Arit Butani,Immigration Law Firm,,,,,San Francisco,CA,US,immigration,lawyers_com,https://www.lawyers.com/san-francisco/california/law-offices-of-arit-butani-157220223-f/,,
,,Steve Goodman,Immigration Law Firm,,,,,San Francisco,CA,US,immigration,lawyers_com,https://www.lawyers.com/san-francisco/california/steve-goodman-3508745-f/,,
,,"Fallon, Bixby, Cheng & Lee, Inc.",Immigration Law Firm,,,,,San Francisco,CA,US,immigration,lawyers_com,https://www.lawyers.com/san-francisco/california/fallon-bixby-cheng-and-lee-inc-229769-f/,,
,,"Fitch Criminal Defense, P.C.",Immigration Law Firm,,,,,San Francisco,CA,US,immigration,lawyers_com,https://www.lawyers.com/san-francisco/california/fitch-criminal-defense-p-c-46302563-f/,4.5,
,,Law Office of Andrea K. Bryant,Immigration Law Firm,,,,,San Francisco,CA,US,immigration,lawyers_com,https://www.lawyers.com/san-francisco/california/law-office-of-andrea-k-bryant-157640271-f/,,
,,Law Offices of Sarah J. M. Jones,Immigration Law Firm,,,,,San Francisco,CA,US,immigration,lawyers_com,https://www.lawyers.com/san-francisco/california/law-offices-of-sarah-j-m-jones-158691837-f/,,
,,Kirkland & Ellis LLP,Immigration Law Firm,,,,,San Francisco,CA,US,immigration,lawyers_com,https://www.lawyers.com/san-francisco/california/kirkland-and-ellis-llp-2685108-f/,4.3,
,,Warren Law Firm,Immigration Law Firm,,,,,San Francisco,CA,US,immigration,lawyers_com,https://www.lawyers.com/san-francisco/california/warren-law-firm-3354781-f/,,
,,Law Office of Rosy H. Cho,Immigration Law Firm,,,,,San Francisco,CA,US,immigration,lawyers_com,https://www.lawyers.com/san-francisco/california/law-office-of-rosy-h-cho-43033693-f/,,
,,"Blum Capital Partners, L.P.",Immigration Law Firm,,,,,San Francisco,CA,US,immigration,lawyers_com,https://www.lawyers.com/san-francisco/california/blum-capital-partners-l-p-43509619-f/,,
,,Cozen O'Connor,Immigration Law Firm,,,,,San Francisco,CA,US,immigration,lawyers_com,https://www.lawyers.com/san-francisco/california/cozen-oconnor-159565805-f/,3.9,
,,"Weill & Mazer, A P.C. (formerly Benjamin, Weill & Mazer)",Immigration Law Firm,,,http://www.weillmazer.com,weillmazer.com,San Francisco,CA,US,immigration,lawyers_com,https://www.lawyers.com/san-francisco/california/weill-mazer-a-p-c-formerly-benjamin-weill-mazer-226592-f/,,
,,Fox Rothschild LLP,Immigration Law Firm,,,http://www.foxrothschild.com,foxrothschild.com,San Francisco,CA,US,immigration,lawyers_com,https://www.lawyers.com/san-francisco/california/fox-rothschild-llp-4840919-f/,4.2,
,,Law Offices of William L. Osterhoudt,Immigration Law Firm,,,,,San Francisco,CA,US,immigration,lawyers_com,https://www.lawyers.com/san-francisco/california/law-offices-of-william-l-osterhoudt-231301-f/,,
,,Law Offices of Steven F. Gruel,Immigration Law Firm,,,,,San Francisco,CA,US,immigration,lawyers_com,https://www.lawyers.com/san-francisco/california/law-offices-of-steven-f-gruel-34348878-f/,,
,,Clarus Law Group,Immigration Law Firm,,,,,San Francisco,CA,US,immigration,lawyers_com,https://www.lawyers.com/san-francisco/california/clarus-law-group-159742309-f/,5.0,
,,Badma Gutchinov,Immigration Law Firm,,,,,San Francisco,CA,US,immigration,lawyers_com,https://www.lawyers.com/san-francisco/california/badma-gutchinov-227868-f/,,
,,Kaufman & Kaufman Attorneys at Law,Immigration Law Firm,,,,,San Francisco,CA,US,immigration,lawyers_com,https://www.lawyers.com/san-francisco/california/kaufman-and-kaufman-attorneys-at-law-46347575-f/,5.0,
,,Keith M. Velleca,Immigration Law Firm,,,,,San Francisco,CA,US,immigration,lawyers_com,https://www.lawyers.com/san-francisco/california/keith-m-velleca-3511358-f/,,
,,Alpine Law,Immigration Law Firm,,,https://www.alpinelawoffice.com/,alpinelawoffice.com,San Francisco,CA,US,immigration,lawyers_com,https://www.lawyers.com/san-francisco/california/alpine-law-300035991-f/,,
,,Michael G. W. Lee,Immigration Law Firm,,,,,San Francisco,CA,US,immigration,lawyers_com,https://www.lawyers.com/san-francisco/california/michael-g-w-lee-236120-f/,,
,,Lazaro Law Group,Immigration Law Firm,,,,,San Francisco,CA,US,immigration,lawyers_com,https://www.lawyers.com/san-francisco/california/lazaro-law-group-3359867-f/,5.0,
,,Andres C. Serafica Attorney,Immigration Law Firm,,,,,San Francisco,CA,US,immigration,lawyers_com,https://www.lawyers.com/san-francisco/california/andres-c-serafica-attorney-42551608-f/,,
,,"The Law Offices of Michael J. Gurfinkel, Inc.",Immigration Law Firm,,,,,San Francisco,CA,US,immigration,lawyers_com,https://www.lawyers.com/san-francisco/california/the-law-offices-of-michael-j-gurfinkel-inc-46295108-f/,,
,,Law Office of Diana R. Salazar,Immigration Law Firm,,,,,San Francisco,CA,US,immigration,lawyers_com,https://www.lawyers.com/san-francisco/california/law-office-of-diana-r-salazar-6801078-f/,,
,,Fisher & Phillips LLP,Immigration Law Firm,,,,,San Francisco,CA,US,immigration,lawyers_com,https://www.lawyers.com/san-francisco/california/fisher-and-phillips-llp-192913-f/,4.4,
,,Goodwin Procter LLP,Immigration Law Firm,,,,,San Francisco,CA,US,immigration,lawyers_com,https://www.lawyers.com/san-francisco/california/goodwin-procter-llp-4750357-f/,4.4,
,,"ADR Services, Inc.",Immigration Law Firm,,,,,San Francisco,CA,US,immigration,lawyers_com,https://www.lawyers.com/san-francisco/california/adr-services-inc-222900-f/,,
,,Law Office of Tamiko O. Moore,Immigration Law Firm,,,,,San Francisco,CA,US,immigration,lawyers_com,https://www.lawyers.com/san-francisco/california/law-office-of-tamiko-o-moore-5179640-f/,,
,,Law Offices of Daniel R. Richardson,Immigration Law Firm,,,,,San Francisco,CA,US,immigration,lawyers_com,https://www.lawyers.com/san-francisco/california/law-offices-of-daniel-r-richardson-246109-f/,,
,,Kilpatrick Townsend & Stockton LLP,Immigration Law Firm,,,https://ktslaw.com/,ktslaw.com,San Francisco,CA,US,immigration,lawyers_com,https://www.lawyers.com/san-francisco/california/kilpatrick-townsend-stockton-llp-46484737-f/,4.8,
,,"Morgan, Lewis & Bockius LLP",Immigration Law Firm,,,,,San Francisco,CA,US,immigration,lawyers_com,https://www.lawyers.com/san-francisco/california/morgan-lewis-and-bockius-llp-2748028-f/,4.6,
,,Richard S. Kolomejec,Immigration Law Firm,,,,,San Francisco,CA,US,immigration,lawyers_com,https://www.lawyers.com/san-francisco/california/richard-s-kolomejec-2640139-f/,5.0,
,,CDF Labor Law LLP,Immigration Law Firm,,,,,San Francisco,CA,US,immigration,lawyers_com,https://www.lawyers.com/san-francisco/california/cdf-labor-law-llp-223472-f/,,
,,Reeves Associates APLC,Immigration Law Firm,,,,,San Francisco,CA,US,immigration,lawyers_com,https://www.lawyers.com/san-francisco/california/reeves-associates-aplc-2920990-f/,3.8,
,,Squire Patton Boggs,Immigration Law Firm,,,,,San Francisco,CA,US,immigration,lawyers_com,https://www.lawyers.com/san-francisco/california/squire-patton-boggs-231062-f/,3.9,
,,"Law Offices of Daniel Shanfield - Immigration Defense, PC",Immigration Law Firm,,,http://www.immigration-defense.com,immigration-defense.com,San Francisco,CA,US,immigration,lawyers_com,https://www.lawyers.com/san-francisco/california/law-offices-of-daniel-shanfield-immigration-defense-pc-157637203-f/,4.9,
,,Tafapolsky & Smith LLP,Immigration Law Firm,,,,,San Francisco,CA,US,immigration,lawyers_com,https://www.lawyers.com/san-francisco/california/tafapolsky-and-smith-llp-2341748-f/,3.6,
,,Coffino Law Group,Immigration Law Firm,,,,,San Francisco,CA,US,immigration,lawyers_com,https://www.lawyers.com/san-francisco/california/coffino-law-group-158643735-f/,,
,,The Law Office of Larry R. Shockey,Immigration Law Firm,,,,,San Francisco,CA,US,immigration,lawyers_com,https://www.lawyers.com/san-francisco/california/the-law-office-of-larry-r-shockey-3098317-f/,,
,,Law Offices of Jorge Rodriguez-Choi,Immigration Law Firm,,,,,San Francisco,CA,US,immigration,lawyers_com,https://www.lawyers.com/san-francisco/california/law-offices-of-jorge-rodriguez-choi-2179834-f/,,
,,Jason and Associates Attorneys at Law,Immigration Law Firm,,,,,San Francisco,CA,US,immigration,lawyers_com,https://www.lawyers.com/san-francisco/california/jason-and-associates-attorneys-at-law-46675773-f/,5.0,
,,Jeffrey J. Chang & Associates,Immigration Law Firm,,,,,San Francisco,CA,US,immigration,lawyers_com,https://www.lawyers.com/san-francisco/california/jeffrey-j-chang-and-associates-4384746-f/,,
,,"Luscutoff, Lendormy & Associates",Immigration Law Firm,,,,,San Francisco,CA,US,immigration,lawyers_com,https://www.lawyers.com/san-francisco/california/luscutoff-lendormy-and-associates-226343-f/,,
,,Steve Emery Teich Law Office,Immigration Law Firm,,,,,San Francisco,CA,US,immigration,lawyers_com,https://www.lawyers.com/san-francisco/california/steve-emery-teich-law-office-4146013-f/,,
,,FordHarrison LLP,Immigration Law Firm,,,,,San Francisco,CA,US,immigration,lawyers_com,https://www.lawyers.com/san-francisco/california/fordharrison-llp-157106215-f/,4.7,
,,"Aspelin & Bridgman, L.L.P.",Immigration Law Firm,,,,,San Francisco,CA,US,immigration,lawyers_com,https://www.lawyers.com/san-francisco/california/aspelin-and-bridgman-l-l-p-240896-f/,4.3,
,,"Liberation Law Group, PC",Immigration Law Firm,,,https://www.liberationlawgroup.com,liberationlawgroup.com,San Francisco,CA,US,immigration,lawyers_com,https://www.lawyers.com/san-francisco/california/liberation-law-group-pc-158106645-f/,5.0,
,,Philip Levin & Associates,Immigration Law Firm,,,,,San Francisco,CA,US,immigration,lawyers_com,https://www.lawyers.com/san-francisco/california/philip-levin-and-associates-2670284-f/,,
,,Lawler & Lawler,Immigration Law Firm,,,,,San Francisco,CA,US,immigration,lawyers_com,https://www.lawyers.com/san-francisco/california/lawler-and-lawler-234018-f/,,
